code,name,source,category,section,page_pdf,air_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_c_mg,bdd_percent
DR024,"Small native okra leaf (gedi kecil), fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,83.7,61,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50.0,0.1,1.4,,607.0,,0.4,0.3,2.9,11.0,65.0
DR025,"Purslane leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,90.3,30,1.3,0.7,5.8,1.3,1.9,350.0,210.0,11.9,4.7,333.3,0.31,1.2,0.0,4701.0,1954.0,0.01,0.14,0.7,1.0,52.0
DR026,"Balinese gunda leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,86.4,50,4.6,0.9,7.0,1.4,1.1,167.0,62.0,0.5,,,,,0.0,,6571.0,0.05,,,20.0,49.0
DR027,"Serang gunda leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,84.6,62,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,,,,,0.0,,7347.0,0.02,,,20.0,47.0
DR028,"Young cashew leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,78.0,78,4.6,0.5,16.2,3.0,0.7,33.0,64.0,8.9,13.9,670.5,,,,4484.0,2689.0,0.02,1.12,1.1,65.0,65.0
DR029,"Jampang grass leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,88.9,34,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,,,,,0.0,,4357.0,0.03,,,3.0,47.0
DR030,"Jawaw seluang leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,77.2,93,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434.0,0.5,1.5,,,,0.1,0.7,,9.0,
DR031,"Jonghe leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,91.4,27,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,,,,,0.0,,5057.0,0.01,,,1.0,45.0
DR032,"Ma bean leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,89.1,36,2.9,0.6,6.8,1.8,0.6,64.0,220.0,2.2,7.0,485.3,0.2,0.3,,2893.0,4377.0,0.04,0.18,1.2,4.0,33.0
DR033,"Long bean leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,89.7,30,3.1,0.3,5.8,1.7,1.1,200.0,66.0,4.5,7.0,458.6,0.2,0.3,0.0,2734.0,4592.0,0.33,0.2,1.1,30.0,65.0
DR034,"Rubber cassava leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,80.3,92,4.0,3.6,10.9,5.8,1.2,140.0,70.0,1.6,70.0,90.0,0.3,1.1,,9999.0,,0.1,0.2,0.1,74.0,87.0
DR035,"Katuk leaf (sauropus), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,81.0,59,6.4,1.0,9.9,1.5,1.7,233.0,98.0,3.5,20.7,478.8,0.3,1.3,,9152.0,10020.0,0.0,0.31,2.3,164.0,40.0
DR036,"Winged bean leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,85.0,52,5.0,0.5,8.5,,1.0,134.0,81.0,6.2,5.8,114.0,0.3,0.8,,3981.0,5240.0,0.28,0.4,2.2,29.0,70.0
DR037,"Ambarella leaf, fresh",DABM-1964 PANGAN,4.4. SAYURAN DAN HASIL OLAHANNYA,single,38,81.0,59,3.5,0.3,13.4,10.7,1.8,540.0,82.0,6.2,12.1,579.0,,,,1624.0,2900.0,0.06,0.2,1.5,29.0,65.0
DR038,"Moringa leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,75.5,92,5.1,1.6,14.3,8.2,3.5,1077.0,76.0,6.0,61.0,298.0,0.1,0.6,,3266.0,,0.3,0.1,4.2,22.0,65.0
DR039,"Kemang leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,85.0,43,5.5,0.3,7.5,8.4,1.7,35.0,106.0,1.0,9.5,457.1,,,,1282.0,1017.0,0.06,0.1,1.2,30.0,65.0
DR040,"Cosmos leaf (Thai parsley, kenikir), fresh",BKP,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,87.6,45,3.7,0.5,6.6,5.8,1.7,328.0,65.0,2.7,6.1,431.0,0.1,0.6,,30200.0,12.0,0.5,0.3,4.5,0.0,36.3
DR041,"Vietnamese coriander leaf (kesum), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,84.8,48,4.5,0.8,9.1,1.6,0.8,125.0,142.0,2.6,10.8,174.7,0.4,1.2,0.0,4216.0,8715.0,0.01,0.1,1.6,4.0,53.0
DR042,"Chinese cabbage leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,93.1,22,2.1,0.5,3.6,0.9,0.7,200.0,92.0,3.2,19.4,386.2,0.1,0.2,0.0,1806.0,2177.0,0.03,0.2,0.6,3.0,87.0
DR043,"Koro bean leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,91.0,23,3.0,0.3,3.7,,2.0,134.0,81.0,6.2,3.5,68.4,0.2,0.5,,2386.0,5240.0,0.28,0.2,1.3,29.0,65.0
DR044,"Cabbage leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,86.2,51,2.5,1.1,8.0,3.4,2.2,100.0,50.0,3.4,50.0,100.0,0.9,0.6,,9999.0,,0.4,0.1,0.2,16.0,75.0
DR045,"Kumak leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,95.2,14,1.3,0.3,2.3,0.9,0.9,90.0,59.0,2.7,1.9,36.5,0.1,0.3,,1274.0,2961.0,0.01,0.0,0.5,3.0,78.0
DR046,"Chayote leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,89.7,34,4.0,0.4,4.7,3.5,1.2,58.0,70.0,2.5,15.9,630.7,0.2,0.3,,4773.0,2025.0,0.08,0.4,1.7,16.0,100.0
DR047,"Pumpkin (yellow gourd) leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,89.7,34,3.6,0.6,4.5,2.9,1.6,138.0,99.0,3.7,15.9,630.7,0.2,0.3,,1258.0,2750.0,0.14,0.2,1.3,36.0,70.0
DR048,"Leucaena leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,74.0,87,8.3,1.8,14.4,3.3,1.5,725.0,174.0,3.9,10.1,197.7,0.5,1.4,0.0,6900.0,13040.0,0.0,0.1,2.3,32.0,40.0
DR049,"Leilem leaf (Clerodendrum), fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,79.4,76,2.8,0.2,15.8,3.1,1.8,296.0,22.0,3.4,6.0,46.0,0.5,1.1,,753.0,,0.3,0.1,2.5,22.0,90.0
DR050,"Sunberry leaf (leunca), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,85.0,49,4.7,0.5,8.1,,1.7,210.0,80.0,6.1,,,,,,,1900.0,0.14,,,40.0,70.0
DR051,"Radish leaf, fresh",DKBM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,90.0,30,2.3,0.4,5.8,3.2,1.4,140.0,33.0,3.7,15.8,747.4,0.2,0.2,,5039.0,1000.0,0.07,1.1,6.5,109.0,70.0
DR052,"Taro stem leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,87.2,44,3.0,0.8,7.4,3.3,1.6,76.0,59.0,1.0,2.7,578.4,0.2,0.4,,2584.0,2000.0,0.08,0.4,1.4,31.0,75.0
DR053,"Mangkokan leaf (daun mangkok), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,82.0,57,3.7,0.3,11.8,,2.2,474.0,49.0,4.0,,,,,,,5450.0,0.06,,,83.0,80.0
DR054,"Ambon matel leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,77.1,71,6.8,1.6,11.5,4.6,3.0,93.0,95.0,10.2,,,,,0.0,,49.0,0.08,,,26.0,100.0
DR055,"Melinjo leaf (gnetum gnemon), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,39,70.8,104,5.0,1.3,21.3,10.3,1.6,219.0,82.0,4.2,12.2,604.8,0.4,0.6,,823.0,10000.0,0.09,,,182.0,88.0
DR056,"Noni leaf (Indian mulberry), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,80.9,65,4.0,1.7,11.4,3.9,2.0,296.0,40.0,6.9,,,,,0.0,2.0,4958.0,0.01,0.1,5.7,35.0,90.0
DR057,"Ndusuk leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,56.0,166,1.7,0.5,38.8,10.7,3.0,40.0,20.0,1.8,40.0,310.0,0.2,0.7,,14457.0,,0.4,0.1,0.1,30.0,
DR058,"Ridge gourd (luffa) leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,93.0,22,1.0,0.1,5.3,2.0,0.6,21.0,44.0,2.0,39.9,295.5,0.1,0.2,,855.0,1000.0,0.08,0.1,0.8,150.0,65.0
DR059,"Fern frond, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,86.8,39,4.5,0.4,6.9,2.0,1.4,136.0,159.0,2.3,20.1,201.9,0.2,0.3,0.0,1625.0,3292.0,0.02,0.1,0.5,3.0,70.0
DR060,"Longgiho fern frond, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,89.5,54,2.2,3.6,3.1,2.1,1.6,40.0,80.0,0.7,70.0,500.0,0.4,0.1,,168.0,,0.4,0.3,0.2,8.0,70.0
DR061,"Wambateu fern frond, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,86.9,53,3.4,1.2,7.2,4.8,1.3,30.0,100.0,0.3,20.0,200.0,0.2,0.3,,191.0,,0.7,0.2,0.3,6.0,70.0
DR062,"Edible fern frond, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,88.8,29,3.4,0.1,6.5,4.3,1.2,13.0,88.0,1.3,19.0,434.0,0.5,0.7,,18.0,,0.2,0.1,11.7,10.0,70.0
DR063,"Pangium (pangi) leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,76.1,104,3.9,0.6,17.9,8.3,1.5,256.0,22.0,1.8,4.0,266.0,1.7,0.5,,55.0,,0.4,0.1,0.1,23.0,90.0
DR064,"Bitter melon leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,87.3,49,2.7,1.0,8.4,3.0,1.6,217.0,70.0,3.3,7.0,498.0,0.4,1.2,,1800.0,,0.4,0.2,0.6,7.0,
DR065,"Papaya leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,75.4,87,8.0,2.0,11.9,1.5,2.7,353.0,63.0,0.8,4.4,926.6,0.2,1.5,,5409.0,18250.0,0.15,0.5,1.9,140.0,71.0
DR066,"Pohpohan leaf (Pilea), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,87.4,37,2.5,0.8,6.9,2.6,2.4,744.0,80.0,5.9,,,,,0.0,,7378.0,0.03,,,5.0,69.0
DR067,"Sweet basil leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,83.1,62,4.0,0.5,10.5,5.3,1.9,122.0,16.0,13.9,3.0,259.0,0.4,0.7,0.0,4112.0,,0.5,0.1,0.2,24.0,53.0
DR068,"Water clover leaf (semanggi), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,84.7,45,4.4,0.5,8.5,1.9,1.9,98.0,90.0,7.0,64.2,520.7,0.5,0.3,0.0,64.0,3365.0,0.01,0.5,0.7,6.0,90.0
DR069,"Simpur leaf (Dillenia), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,86.2,53,3.2,2.5,7.6,1.6,0.9,228.0,194.0,3.5,,,,,0.0,,3346.0,0.02,,,5.0,100.0
DR070,"Singkil leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,80.9,68,2.0,1.0,15.2,3.3,0.9,178.0,86.0,2.1,,,,,,,6042.0,0.02,,,3.0,70.0
DR071,"Cassava leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,84.4,50,6.2,1.1,7.1,2.4,1.2,166.0,99.0,1.3,16.5,23.1,0.1,2.0,0.0,3204.0,7052.0,0.04,0.1,1.8,103.0,87.0
DR072,"Ambon cassava leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,58.0,144,12.7,1.2,25.2,10.2,2.9,165.0,54.0,3.9,44.4,62.2,0.2,5.4,,8627.0,13000.0,0.21,1.0,4.2,220.0,87.0
DR073,"Ampenan cassava leaf, fresh",KZGMI-2001 PANGAN,4.4. SAYURAN DAN HASIL OLAHANNYA,single,40,84.4,50,6.2,1.1,7.1,2.4,1.2,352.0,123.0,2.7,49.0,570.0,0.2,1.3,,7917.0,,0.5,0.1,1.6,103.0,87.0
DR074,"Kopang cassava leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,81.1,74,6.3,0.7,10.7,4.6,1.2,142.0,115.0,1.7,32.0,382.0,0.2,1.5,,3882.0,,0.5,0.5,1.9,211.0,87.0
DR075,"Sintrong (Crassocephalum) leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,88.5,36,2.6,0.9,6.1,1.7,1.9,398.0,95.0,9.3,64.1,444.4,0.1,0.4,0.0,10178.0,8868.0,0.03,0.2,0.9,3.0,94.0
DR076,"Taro leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,81.1,59,3.0,0.4,13.5,3.0,2.0,236.0,50.0,2.4,4.0,854.1,0.4,0.5,0.0,3816.0,5740.0,0.07,0.6,2.0,24.0,80.0
DR077,"Tespong (Oenanthe) leaf, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,81.0,70,2.9,0.3,13.9,2.3,1.9,155.0,65.0,2.5,72.4,,0.15,0.9,,171.0,2500.0,0.05,0.7,1.4,21.0,60.0
DR078,"Yellow sweet potato leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,83.5,62,3.7,0.3,11.1,6.4,1.4,170.0,40.0,0.6,10.0,0.0,0.2,0.5,,3564.0,,0.3,0.3,1.2,4.0,75.0
DR079,"Red sweet potato leaf, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,84.4,48,3.0,0.3,10.8,1.4,1.5,80.0,81.0,6.4,32.8,517.3,0.0,0.4,0.0,5453.0,4697.0,0.1,0.2,1.2,27.0,75.0
DR080,"White sweet potato leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,87.5,46,2.8,0.2,8.2,4.8,1.3,120.0,50.0,0.8,10.0,0.0,0.2,0.5,,103.0,,0.3,0.3,0.9,8.0,75.0
DR081,"Purple sweet potato leaf, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,85.1,55,1.7,0.1,11.9,7.6,1.2,120.0,40.0,0.6,10.0,0.0,0.2,0.5,,516.0,,0.2,0.0,0.0,7.0,75.0
DR082,"Water hyacinth (eceng gondok), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,93.0,19,1.0,0.2,3.8,1.8,2.0,80.0,45.0,3.7,44.8,634.1,,,,7.0,1000.0,0.08,0.1,0.7,50.0,70.0
DR083,"Angled ridge gourd (luffa), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,94.5,19,0.8,0.2,4.1,1.3,0.4,19.0,33.0,0.9,22.9,109.1,0.0,0.1,,17.0,380.0,0.03,0.0,0.4,8.0,85.0
DR084,"Floating heart (genjer), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,90.0,35,1.7,0.2,7.7,2.5,0.4,62.0,33.0,2.1,64.0,905.8,,,,,3800.0,0.07,0.1,1.1,54.0,70.0
DR085,"Young corn (baby corn), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,89.5,35,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,200.0,0.08,0.16,0.9,8.0,100.0
DR086,Encik mushroom,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,24.8,296,9.4,1.1,62.0,,2.7,5.0,277.0,5.3,2.0,0.0,0.2,3.1,,,,1.1,0.1,,,95.0
DR087,"Wood ear mushroom, dried",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,14.9,294,16.0,0.9,64.6,46.5,3.6,51.0,223.0,6.7,173.8,726.1,0.29,5.5,0.0,11.0,0.0,0.11,0.6,2.7,0.0,100.0
DR088,"Wood ear mushroom, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,93.7,21,3.8,0.6,0.9,5.1,1.0,3.0,94.0,1.7,17.3,33.4,0.19,0.1,0.0,1.0,0.0,0.1,0.09,0.1,5.0,100.0
DR089,"Straw mushroom, fresh",BKP,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,91.5,30,3.5,0.2,4.0,2.4,0.8,14.0,117.0,1.0,6.3,300.0,0.3,0.8,,0.0,0.0,0.02,0.2,0.5,0.0,100.0
DR090,"Oyster mushroom, fresh",BKP,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,92.5,30,1.9,0.1,5.5,3.6,0.6,9.0,83.0,0.7,22.0,226.0,0.0,0.8,,0.0,0.0,0.3,0.2,1.0,0.0,100.0
DR091,Sago mushroom,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,91.3,48,1.9,3.2,2.8,1.0,0.8,10.0,90.0,0.6,100.0,440.0,0.6,0.6,,0.0,,0.2,0.2,6.5,,95.0
DR092,"Banana blossom (banana flower), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,41,90.2,32,1.2,0.3,7.1,3.2,1.2,30.0,50.0,0.1,3.0,524.0,0.09,0.3,0.0,201.0,170.0,0.05,0.03,0.8,10.0,25.0
DR093,"Jengkol bean (Archidendron), fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,52.7,192,5.4,0.3,40.7,1.5,0.9,4.0,150.0,0.7,60.0,241.0,0.3,0.6,,,,0.05,0.2,0.5,31.0,95.0
DR094,"Toothache plant (jotang), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,89.0,34,1.9,0.3,7.1,3.5,1.7,162.0,41.0,4.0,58.5,388.5,0.3,1.2,,2.0,3918.0,0.03,,0.4,20.0,70.0
DR095,"Kabau vegetable, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,67.2,130,6.7,0.3,25.2,2.9,0.6,4.0,204.0,0.5,1.0,397.8,0.2,0.5,,165.0,,0.8,0.1,0.3,16.0,95.0
DR096,"Mecca bean pod, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,93.6,22,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.2,69.2,0.3,,0.0,197.0,116.0,0.02,,0.4,0.0,91.0
DR097,"Long bean (yard-long bean), fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,91.8,31,2.3,0.1,5.3,2.7,0.5,60.0,64.0,0.6,30.0,213.0,0.1,0.5,0.0,125.0,,0.7,0.1,0.3,46.0,92.0
DR098,Ranti bean pod,KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,88.5,37,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,,,,,,,2312.0,0.02,,,6.0,83.0
DR099,"Kalakai fern, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,89.9,38,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443.0,0.4,0.9,,44.0,,0.3,0.1,,8.0,70.0
DR100,"Water spinach (kangkong), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,91.0,28,3.4,0.7,3.9,2.0,1.0,67.0,54.0,2.3,64.9,250.1,0.13,0.4,,2868.0,5542.0,0.07,0.36,2.0,17.0,60.0
DR101,Tondano water spinach,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,88.5,43,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361.0,0.3,0.4,,2741.0,,0.8,0.1,1.1,23.0,60.0
DR102,"Snow pea (young), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,86.8,45,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,1.7,118.4,0.09,0.7,,72.0,440.0,0.2,0.1,0.9,49.0,80.0
DR103,Bitter melon (karawila),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,93.7,25,2.3,0.2,3.5,2.1,0.3,25.0,67.0,0.3,8.0,88.4,0.08,0.3,,21.0,,0.1,0.1,0.4,39.0,80.0
DR104,"Young winged bean, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,90.4,32,2.9,0.2,5.8,5.5,0.7,63.0,37.0,0.3,3.3,103.8,0.18,0.4,,261.0,595.0,0.24,0.11,0.7,19.0,96.0
DR105,"Torch ginger flower (kecombrang), fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,90.0,34,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.1,650.6,,,0.0,0.0,73.0,0.0,0.02,0.8,0.0,100.0
DR106,"Breadfruit (kluwih), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,70.0,118,1.5,0.3,27.2,5.0,1.0,28.0,32.0,0.9,2.0,500.9,0.09,0.1,,0.0,20.0,0.1,0.03,0.9,19.0,77.0
DR107,"Sesban flower (turi), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,87.4,51,1.8,0.6,9.6,5.0,0.6,23.0,29.0,0.9,22.4,275.3,0.15,0.9,,201.0,105.0,0.13,0.12,0.6,41.0,83.0
DR108,"Sea purslane (kerokot), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,93.0,26,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,3.6,240.5,0.23,0.9,,0.0,2550.0,0.03,0.09,0.2,25.0,80.0
DR109,"Cucumber, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,97.9,8,0.2,0.2,1.4,0.3,0.3,29.0,95.0,0.8,1.7,57.1,0.02,0.1,0.0,18.0,314.0,0.01,0.02,0.1,1.0,55.0
DR110,"Krai cucumber, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,96.8,10,0.5,0.2,2.0,0.6,0.5,20.0,98.0,1.0,9.7,82.1,0.03,0.1,0.0,19.0,21.0,0.02,0.03,0.1,3.0,82.0
DR111,"Madura cucumber, fresh",KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,97.1,9,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.4,78.9,0.02,0.1,0.0,25.0,0.0,0.02,0.02,0.1,5.0,89.0
DR112,"Hyacinth bean (komak), fresh",KZGMI-2001 PANGAN,4.4. SAYURAN DAN HASIL OLAHANNYA,single,42,74.3,99,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,,0.2,0.19,0.1,,80.0
DR113,Cauliflower,DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,91.7,25,2.4,0.2,4.9,1.6,0.8,22.0,72.0,1.1,46.5,187.0,0.04,0.3,,24.0,90.0,0.11,0.09,0.6,69.0,57.0
DR114,Red cabbage and white cabbage,DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,92.4,29,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.3,236.8,0.29,0.3,,46.0,80.0,0.06,0.07,0.3,50.0,75.0
DR115,Koro kerupuk bean pod,DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,67.2,128,8.3,0.7,22.1,,1.7,17.0,12.0,2.7,,,,,,,80.0,0.11,,,31.0,68.0
DR116,Sword bean pod,DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,88.0,46,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.09,0.4,,66.0,870.0,0.09,0.09,0.5,17.0,70.0
DR117,"Garlic chives, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,86.3,45,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.4,439.5,0.11,0.5,,2685.0,40.0,0.11,0.2,1.8,17.0,52.0
DR118,"Young garlic chives (lokio), fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,86.0,42,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,21.8,449.1,0.11,0.5,,2744.0,500.0,0.11,0.2,1.8,59.0,100.0
DR119,Melinjo nut skin,KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,71.9,111,4.5,1.1,20.7,5.0,1.8,117.0,179.0,2.6,,,,,0.0,,1267.0,0.07,,,7.0,100.0
DR120,"Wax gourd (winter melon), fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,94.0,22,0.4,0.2,4.7,1.3,0.7,3.0,54.0,0.5,2.0,200.0,0.1,0.3,,7.0,,0.1,0.03,0.4,1.0,57.0
DR121,"Bottle gourd, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,95.0,19,0.6,0.2,3.8,0.6,0.4,12.0,18.0,0.6,2.2,168.2,0.03,0.8,,11.0,70.0,0.04,0.02,0.4,10.0,80.0
DR122,"Yellow pumpkin, fresh",KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,86.6,51,1.7,0.5,10.0,2.7,1.2,40.0,180.0,0.7,280.0,220.0,0.35,1.5,,1569.0,,0.2,0.0,0.1,2.0,74.0
DR123,"Chayote, fresh",DABM-1964,4.4. SAYURAN DAN HASIL OLAHANNYA,single,43,92.3,30,0.6,0.1,6.7,6.2,0.3,14.0,25.0,0.5,2.7,167.1,0.16,1.0,,48.0,20.0,0.02,0.0,0.6,18.0,83.0
